Store,Dept,Date,Weekly_Sales,IsHoliday
1,2,2011-04-08,48720.86,0
1,2,2011-04-15,44665.57,0
1,2,2011-04-22,46754.79,0
1,2,2011-04-29,43879.71,0
1,2,2011-05-06,50366.39,0
1,2,2011-05-13,44474.12,0
1,2,2011-05-20,44502.21,0
1,2,2011-05-27,45275.69,0
1,2,2011-06-03,48060.37,0
1,2,2011-06-10,46573.34,0
1,2,2011-06-17,43133.58,0
1,2,2011-06-24,42607.39,0
1,2,2011-07-01,45452.11,0
1,2,2011-07-08,44824.78,0
1,2,2011-07-15,43456.36,0
1,2,2011-07-22,45317.32,0
1,2,2011-07-29,43386.1,0
1,2,2011-08-05,49582.69,0
1,2,2011-08-12,45546.72,0
1,2,2011-08-19,46600.66,0
1,2,2011-08-26,47875.2,0
1,2,2011-09-02,49642.96,0
1,2,2011-09-09,43511.5,1
1,2,2011-09-16,43158.02,0
1,2,2011-09-23,43586.92,0
1,2,2011-09-30,46253.06,0
1,2,2011-10-07,50105.99,0
1,2,2011-10-14,43501.98,0
1,2,2011-10-21,42679.57,0
1,2,2011-10-28,41870.67,0
1,2,2011-11-04,47527.32,0
1,2,2011-11-11,45139.44,0
1,2,2011-11-18,44196.51,0
1,2,2011-11-25,44459.5,1
1,2,2011-12-02,46135.58,0
1,2,2011-12-09,49580.36,0
1,2,2011-12-16,51368.39,0
1,2,2011-12-23,65911.73,0
1,2,2011-12-30,43736.6,1
1,2,2012-01-06,44682.29,0
1,2,2012-01-13,43548.9,0
1,2,2012-01-20,43951.05,0
1,2,2012-01-27,41743.93,0
1,2,2012-02-03,54567.6,0
1,2,2012-02-10,50809.52,1
1,2,2012-02-17,46293.62,0
1,2,2012-02-24,47292.77,0
1,2,2012-03-02,52846.13,0
1,2,2012-03-09,48783.04,0
1,2,2012-03-16,47560.17,0
1,2,2012-03-23,44998.36,0
1,2,2012-03-30,46739.84,0
1,2,2012-04-06,52039.87,0
1,2,2012-04-13,44189.88,0
1,2,2012-04-20,45767.64,0
1,2,2012-04-27,45661.54,0
1,3,2010-02-05,13802.18,0
1,3,2010-02-12,10937.02,1
1,3,2010-02-19,11575.52,0
1,3,2010-02-26,11185.46,0
1,3,2010-03-05,12331.03,0
1,3,2010-03-12,10169.17,0
1,3,2010-03-19,9042.03,0
1,3,2010-03-26,10413.67,0
1,3,2010-04-02,11207.47,0
1,3,2010-04-09,10225.27,0
1,3,2010-04-16,9268.47,0
1,3,2010-04-23,8908.99,0
1,3,2010-04-30,9379.61,0
1,3,2010-05-07,9415.13,0
1,3,2010-05-14,7955.63,0
1,3,2010-05-21,7849.2,0
1,3,2010-05-28,8450.69,0
1,3,2010-06-04,8037.55,0
1,3,2010-06-11,7777.72,0
1,3,2010-06-18,8238.1,0
1,3,2010-06-25,6620.99,0
1,3,2010-07-02,7893.37,0
1,3,2010-07-09,8149.31,0
1,3,2010-07-16,13813.41,0
1,3,2010-07-23,17007.09,0
1,3,2010-07-30,21010.42,0
1,3,2010-08-06,26839.7,0
1,3,2010-08-13,30778.93,0
1,3,2010-08-20,41287.58,0
1,3,2010-08-27,51390.24,0
1,3,2010-09-03,19167.99,0
1,3,2010-09-10,12189.5,1
1,3,2010-09-17,10770.89,0
1,3,2010-09-24,8134.5,0
1,3,2010-10-01,9819.32,0
1,3,2010-10-08,10127.34,0
1,3,2010-10-15,9779.7,0
1,3,2010-10-22,8653.32,0
1,3,2010-10-29,9325.02,0
1,3,2010-11-05,9869.6,0
1,3,2010-11-12,9188.08,0
1,3,2010-11-19,9243.67,0
1,3,2010-11-26,10755.17,1
1,3,2010-12-03,10905.89,0
1,3,2010-12-10,11270.46,0
1,3,2010-12-17,12040.98,0
1,3,2010-12-24,12134.92,0
1,3,2010-12-31,8303.48,1
1,3,2011-01-07,15879.55,0
1,3,2011-01-14,13335.83,0
1,3,2011-01-21,12589.55,0
1,3,2011-01-28,12037.47,0
1,3,2011-02-04,11062.26,0
1,3,2011-02-11,11479.87,1
1,3,2011-02-18,11777.94,0
1,3,2011-02-25,10521.09,0
1,3,2011-03-04,11088.98,0
1,3,2011-03-11,10738.25,0
1,3,2011-03-18,8185.5,0
1,3,2011-03-25,9089.89,0
1,3,2011-04-01,8773.64,0
1,3,2011-04-08,10464.38,0
1,3,2011-04-15,8250.07,0
1,3,2011-04-22,8506.97,0
1,3,2011-04-29,8692.71,0
1,3,2011-05-06,10467.99,0
1,3,2011-05-13,8771.9,0
1,3,2011-05-20,7974.87,0
1,3,2011-05-27,8157.38,0
1,3,2011-06-03,8893.88,0
1,3,2011-06-10,7542.62,0
1,3,2011-06-17,7693.34,0
1,3,2011-06-24,6193.58,0
1,3,2011-07-01,8107.09,0
1,3,2011-07-08,7399.77,0
1,3,2011-07-15,11630.4,0
1,3,2011-07-22,16142.08,0
1,3,2011-07-29,21427.86,0
1,3,2011-08-05,31390.12,0
1,3,2011-08-12,32294.14,0
1,3,2011-08-19,41791.02,0
1,3,2011-08-26,50000.34,0
1,3,2011-09-02,19693.02,0
1,3,2011-09-09,12836.0,1
1,3,2011-09-16,10459.91,0
1,3,2011-09-23,9799.62,0
1,3,2011-09-30,10481.96,0
1,3,2011-10-07,10023.03,0
1,3,2011-10-14,9914.8,0
1,3,2011-10-21,10182.56,0
1,3,2011-10-28,9463.75,0
1,3,2011-11-04,9230.7,0
1,3,2011-11-11,10004.62,0
1,3,2011-11-18,10150.0,0
1,3,2011-11-25,9359.64,1
1,3,2011-12-02,10192.37,0
1,3,2011-12-09,13014.07,0
1,3,2011-12-16,13239.58,0
1,3,2011-12-23,13729.61,0
1,3,2011-12-30,8888.41,1
1,3,2012-01-06,13988.94,0
1,3,2012-01-13,13884.92,0
1,3,2012-01-20,11754.93,0
1,3,2012-01-27,10661.11,0
1,3,2012-02-03,12542.17,0
1,3,2012-02-10,12444.81,1
1,3,2012-02-17,10284.02,0
1,3,2012-02-24,10549.84,0
1,3,2012-03-02,11438.74,0
1,3,2012-03-09,11979.57,0
1,3,2012-03-16,8885.68,0
1,3,2012-03-23,7945.95,0
1,3,2012-03-30,9170.46,0
1,3,2012-04-06,9377.4,0
1,3,2012-04-13,7963.54,0
1,3,2012-04-20,8686.42,0
1,3,2012-04-27,8674.62,0
1,4,2010-02-05,40134.5,0
1,4,2010-02-12,35510.88,1
1,4,2010-02-19,36993.29,0
1,4,2010-02-26,34816.71,0
1,4,2010-03-05,38258.21,0
1,4,2010-03-12,32816.22,0
1,4,2010-03-19,34272.21,0
1,4,2010-03-26,34025.06,0
1,4,2010-04-02,37980.26,0
1,4,2010-04-09,36337.82,0
1,4,2010-04-16,34897.1,0
1,4,2010-04-23,33959.41,0
1,4,2010-04-30,33588.83,0
1,4,2010-05-07,37336.22,0
1,4,2010-05-14,33809.72,0
1,4,2010-05-21,35732.14,0
1,4,2010-05-28,36544.68,0
1,4,2010-06-04,40731.33,0
1,4,2010-06-11,36745.18,0
1,4,2010-06-18,35217.87,0
1,4,2010-06-25,34610.31,0
1,4,2010-07-02,39953.36,0
1,4,2010-07-09,39961.13,0
1,4,2010-07-16,35393.8,0
1,4,2010-07-23,36790.13,0
1,4,2010-07-30,36584.18,0
1,4,2010-08-06,41158.95,0
1,4,2010-08-13,36626.35,0
1,4,2010-08-20,39885.44,0
1,4,2010-08-27,36569.03,0
1,4,2010-09-03,38494.97,0
1,4,2010-09-10,36769.11,1
1,4,2010-09-17,34152.57,0
1,4,2010-09-24,32644.21,0
1,4,2010-10-01,35070.14,0
1,4,2010-10-08,35934.4,0
1,4,2010-10-15,34849.97,0
1,4,2010-10-22,33050.87,0
1,4,2010-10-29,35361.44,0
1,4,2010-11-05,38152.1,0
1,4,2010-11-12,35166.15,0
1,4,2010-11-19,37246.08,0
1,4,2010-11-26,46409.95,1
1,4,2010-12-03,37278.17,0
1,4,2010-12-10,36528.56,0
1,4,2010-12-17,39331.26,0
1,4,2010-12-24,48109.55,0
1,4,2010-12-31,37080.53,1
1,4,2011-01-07,38119.2,0
1,4,2011-01-14,34549.3,0
1,4,2011-01-21,33887.95,0
1,4,2011-01-28,33054.51,0
1,4,2011-02-04,36032.51,0
1,4,2011-02-11,37542.13,1
1,4,2011-02-18,36644.02,0
1,4,2011-02-25,33829.29,0
1,4,2011-03-04,38115.34,0
1,4,2011-03-11,35388.24,0
1,4,2011-03-18,35020.5,0
1,4,2011-03-25,34970.36,0
1,4,2011-04-01,34607.51,0
1,4,2011-04-08,36679.36,0
1,4,2011-04-15,33618.05,0
1,4,2011-04-22,35291.38,0
1,4,2011-04-29,34684.52,0
1,4,2011-05-06,37998.55,0
1,4,2011-05-13,33622.99,0
1,4,2011-05-20,34291.6,0
1,4,2011-05-27,36956.89,0
1,4,2011-06-03,42700.02,0
1,4,2011-06-10,35535.84,0
1,4,2011-06-17,35683.62,0
1,4,2011-06-24,35220.39,0
1,4,2011-07-01,36616.35,0
1,4,2011-07-08,39326.82,0
1,4,2011-07-15,34084.06,0
1,4,2011-07-22,34786.43,0
1,4,2011-07-29,35716.09,0
1,4,2011-08-05,39516.77,0
1,4,2011-08-12,37619.09,0
1,4,2011-08-19,39325.69,0
1,4,2011-08-26,37664.56,0
1,4,2011-09-02,36754.33,0
1,4,2011-09-09,35264.52,1
1,4,2011-09-16,34262.18,0
1,4,2011-09-23,32802.56,0
1,4,2011-09-30,32979.1,0
1,4,2011-10-07,37566.54,0
1,4,2011-10-14,35158.39,0
1,4,2011-10-21,34107.91,0
1,4,2011-10-28,34401.95,0
1,4,2011-11-04,39532.59,0
1,4,2011-11-11,36992.85,0
1,4,2011-11-18,37826.66,0
1,4,2011-11-25,46774.46,1
1,4,2011-12-02,38663.48,0
1,4,2011-12-09,38904.24,0
1,4,2011-12-16,38439.31,0
1,4,2011-12-23,48001.77,0
1,4,2011-12-30,37540.02,1
1,4,2012-01-06,41110.61,0
1,4,2012-01-13,36747.59,0
1,4,2012-01-20,33932.78,0
1,4,2012-01-27,33765.73,0
1,4,2012-02-03,40456.74,0
1,4,2012-02-10,39482.66,1
1,4,2012-02-17,36715.55,0
1,4,2012-02-24,35111.73,0
1,4,2012-03-02,38633.69,0
1,4,2012-03-09,39110.63,0
1,4,2012-03-16,38297.52,0
1,4,2012-03-23,36751.77,0
1,4,2012-03-30,37888.87,0
1,4,2012-04-06,42250.18,0
1,4,2012-04-13,37618.41,0
1,4,2012-04-20,36514.21,0
1,4,2012-04-27,37061.18,0
1,5,2010-02-05,32374.95,0
1,5,2010-02-12,29754.6,1
1,5,2010-02-19,26587.82,0
1,5,2010-02-26,24210.75,0
1,5,2010-03-05,23186.4,0
1,5,2010-03-12,21596.02,0
1,5,2010-03-19,22734.79,0
1,5,2010-03-26,39147.91,0
1,5,2010-04-02,30103.28,0
1,5,2010-04-09,18600.08,0
1,5,2010-04-16,11622.53,0
1,5,2010-04-23,24875.83,0
1,5,2010-04-30,22105.81,0
1,5,2010-05-07,19347.43,0
1,5,2010-05-14,16967.95,0
1,5,2010-05-21,16230.15,0
1,5,2010-05-28,15855.89,0
1,5,2010-06-04,23035.84,0
1,5,2010-06-11,21915.9,0
1,5,2010-06-18,19867.77,0
1,5,2010-06-25,19140.64,0
1,5,2010-07-02,18973.02,0
1,5,2010-07-09,20341.0,0
1,5,2010-07-16,17999.15,0
1,5,2010-07-23,17391.66,0
1,5,2010-07-30,16546.88,0
1,5,2010-08-06,17002.62,0
1,5,2010-08-13,15614.83,0
1,5,2010-08-20,15482.05,0
1,5,2010-08-27,13631.61,0
1,5,2010-09-03,15460.03,0
1,5,2010-09-10,17856.85,1
1,5,2010-09-17,15934.26,0
1,5,2010-09-24,17116.34,0
1,5,2010-10-01,23486.99,0
1,5,2010-10-08,19943.24,0
1,5,2010-10-15,20535.39,0
1,5,2010-10-22,19614.04,0
1,5,2010-10-29,16451.43,0
1,5,2010-11-05,24011.78,0
1,5,2010-11-12,23805.93,0
1,5,2010-11-19,24828.13,0
1,5,2010-11-26,70475.75,1
1,5,2010-12-03,36636.75,0
1,5,2010-12-10,49740.82,0
1,5,2010-12-17,59858.63,0
1,5,2010-12-24,86063.06,0
1,5,2010-12-31,32426.62,1
1,5,2011-01-07,22802.22,0
1,5,2011-01-14,17524.17,0
1,5,2011-01-21,18521.35,0
1,5,2011-01-28,22218.6,0
1,5,2011-02-04,31421.91,0
1,5,2011-02-11,36833.27,1
1,5,2011-02-18,31233.06,0
1,5,2011-02-25,23978.13,0
1,5,2011-03-04,29032.91,0
1,5,2011-03-11,23811.44,0
1,5,2011-03-18,22788.15,0
1,5,2011-03-25,18803.77,0
1,5,2011-04-01,23705.14,0
1,5,2011-04-08,22494.23,0
1,5,2011-04-15,22822.44,0
1,5,2011-04-22,21884.56,0
1,5,2011-04-29,17582.34,0
1,5,2011-05-06,16268.69,0
1,5,2011-05-13,15658.19,0
1,5,2011-05-20,15645.6,0
1,5,2011-05-27,16689.02,0
1,5,2011-06-03,16924.86,0
1,5,2011-06-10,18732.96,0
1,5,2011-06-17,17942.24,0
1,5,2011-06-24,21793.23,0
1,5,2011-07-01,19326.76,0
1,5,2011-07-08,18070.7,0
1,5,2011-07-15,18528.11,0
1,5,2011-07-22,19418.84,0
1,5,2011-07-29,17485.3,0
1,5,2011-08-05,21279.1,0
1,5,2011-08-12,21417.23,0
1,5,2011-08-19,18727.72,0
1,5,2011-08-26,15548.17,0
1,5,2011-09-02,20525.2,0
1,5,2011-09-09,19161.94,1
1,5,2011-09-16,19473.79,0
1,5,2011-09-23,20655.24,0
1,5,2011-09-30,16459.38,0
1,5,2011-10-07,30489.15,0
1,5,2011-10-14,23021.4,0
1,5,2011-10-21,32848.04,0
1,5,2011-10-28,26510.99,0
1,5,2011-11-04,32100.41,0
1,5,2011-11-11,31142.68,0
1,5,2011-11-18,27462.85,0
1,5,2011-11-25,79698.51,1
1,5,2011-12-02,32719.39,0
1,5,2011-12-09,41970.85,0
1,5,2011-12-16,43676.09,0
1,5,2011-12-23,61761.52,0
1,5,2011-12-30,35139.76,1
1,5,2012-01-06,23210.17,0
1,5,2012-01-13,19368.7,0
1,5,2012-01-20,19385.59,0
1,5,2012-01-27,21472.97,0
1,5,2012-02-03,28435.29,0
1,5,2012-02-10,38268.11,1
1,5,2012-02-17,46428.72,0
1,5,2012-02-24,30936.99,0
1,5,2012-03-02,30780.93,0
1,5,2012-03-09,25607.35,0
1,5,2012-03-16,29478.27,0
1,5,2012-03-23,25557.04,0
1,5,2012-03-30,22493.23,0
1,5,2012-04-06,28515.03,0
1,5,2012-04-13,18541.7,0
1,5,2012-04-20,16720.19,0
1,5,2012-04-27,17247.94,0
1,6,2010-02-05,5775.0,0
1,6,2010-02-12,9176.26,1
1,6,2010-02-19,6087.63,0
1,6,2010-02-26,5268.25,0
1,6,2010-03-05,4240.32,0
1,6,2010-03-12,5644.38,0
1,6,2010-03-19,4928.21,0
1,6,2010-03-26,7502.06,0
1,6,2010-04-02,4151.28,0
1,6,2010-04-09,4448.8,0
1,6,2010-04-16,5043.46,0
1,6,2010-04-23,3963.01,0
1,6,2010-04-30,4757.54,0
1,6,2010-05-07,7511.47,0
1,6,2010-05-14,7013.71,0
1,6,2010-05-21,3411.09,0
1,6,2010-05-28,6193.44,0
1,6,2010-06-04,5509.67,0
1,6,2010-06-11,4100.48,0
1,6,2010-06-18,3919.89,0
1,6,2010-06-25,4258.25,0
1,6,2010-07-02,4562.42,0
1,6,2010-07-09,5008.77,0
1,6,2010-07-16,4794.26,0
1,6,2010-07-23,5784.05,0
1,6,2010-07-30,3950.71,0
1,6,2010-08-06,4721.61,0
1,6,2010-08-13,3902.56,0
1,6,2010-08-20,4085.72,0
1,6,2010-08-27,3404.6,0
1,6,2010-09-03,3569.8,0
1,6,2010-09-10,4452.71,1
1,6,2010-09-17,4513.17,0
1,6,2010-09-24,4622.17,0
1,6,2010-10-01,2889.18,0
1,6,2010-10-08,4187.19,0
1,6,2010-10-15,5046.73,0
1,6,2010-10-22,4310.65,0
1,6,2010-10-29,5448.77,0
1,6,2010-11-05,5059.74,0
1,6,2010-11-12,4267.53,0
1,6,2010-11-19,3523.49,0
1,6,2010-11-26,20254.76,1
1,6,2010-12-03,6385.67,0
1,6,2010-12-10,6469.15,0
1,6,2010-12-17,12132.66,0
1,6,2010-12-24,28626.24,0
1,6,2010-12-31,5904.8,1
1,6,2011-01-07,1382.37,0
1,6,2011-01-14,2366.5,0
1,6,2011-01-21,2173.61,0
1,6,2011-01-28,3215.14,0
1,6,2011-02-04,3339.98,0
1,6,2011-02-11,4563.32,1
1,6,2011-02-18,4051.65,0
1,6,2011-02-25,4222.86,0
1,6,2011-03-04,3900.4,0
1,6,2011-03-11,3946.55,0
1,6,2011-03-18,2902.27,0
1,6,2011-03-25,4528.66,0
1,6,2011-04-01,3263.95,0
1,6,2011-04-08,3355.4,0
1,6,2011-04-15,3815.22,0
1,6,2011-04-22,3008.6,0
1,6,2011-04-29,4317.43,0
1,6,2011-05-06,7246.11,0
1,6,2011-05-13,4181.32,0
1,6,2011-05-20,4661.72,0
1,6,2011-05-27,5597.52,0
1,6,2011-06-03,4039.7,0
1,6,2011-06-10,3093.85,0
1,6,2011-06-17,3018.38,0
1,6,2011-06-24,3033.71,0
1,6,2011-07-01,4066.2,0
1,6,2011-07-08,3427.49,0
1,6,2011-07-15,3168.58,0
1,6,2011-07-22,3682.08,0
1,6,2011-07-29,2852.75,0
1,6,2011-08-05,2877.21,0
1,6,2011-08-12,3138.94,0
1,6,2011-08-19,3734.07,0
1,6,2011-08-26,3311.11,0
1,6,2011-09-02,3477.43,0
1,6,2011-09-09,6175.2,1
1,6,2011-09-16,3823.69,0
1,6,2011-09-23,4739.59,0
1,6,2011-09-30,3505.0,0
1,6,2011-10-07,4755.12,0
1,6,2011-10-14,4267.88,0
1,6,2011-10-21,5134.94,0
1,6,2011-10-28,6255.56,0
1,6,2011-11-04,6251.14,0
1,6,2011-11-11,3543.55,0
1,6,2011-11-18,2652.91,0
1,6,2011-11-25,18713.98,1
1,6,2011-12-02,5264.3,0
1,6,2011-12-09,6744.74,0
1,6,2011-12-16,10067.67,0
1,6,2011-12-23,19016.62,0
1,6,2011-12-30,6659.54,1
1,6,2012-01-06,3681.8,0
1,6,2012-01-13,2472.04,0
1,6,2012-01-20,2438.42,0
1,6,2012-01-27,1656.85,0
1,6,2012-02-03,3999.07,0
1,6,2012-02-10,7372.0,1
1,6,2012-02-17,4242.5,0
1,6,2012-02-24,3801.15,0
1,6,2012-03-02,6493.72,0
1,6,2012-03-09,4202.19,0
1,6,2012-03-16,3923.36,0
1,6,2012-03-23,2869.73,0
1,6,2012-03-30,4560.78,0
1,6,2012-04-06,4785.95,0
1,6,2012-04-13,4520.45,0
1,6,2012-04-20,3002.46,0
1,6,2012-04-27,3334.31,0
1,7,2010-02-05,21179.31,0
1,7,2010-02-12,18393.01,1
1,7,2010-02-19,20075.47,0
1,7,2010-02-26,17302.02,0
1,7,2010-03-05,19748.5,0
1,7,2010-03-12,21626.38,0
1,7,2010-03-19,22814.17,0
1,7,2010-03-26,16327.63,0
1,7,2010-04-02,22528.92,0
1,7,2010-04-09,20609.31,0
1,7,2010-04-16,19417.57,0
1,7,2010-04-23,18618.11,0
1,7,2010-04-30,22826.12,0
1,7,2010-05-07,20550.02,0
1,7,2010-05-14,18856.13,0
1,7,2010-05-21,28856.61,0
1,7,2010-05-28,37078.31,0
1,7,2010-06-04,44764.96,0
1,7,2010-06-11,27032.01,0
1,7,2010-06-18,27106.13,0
1,7,2010-06-25,29042.77,0
1,7,2010-07-02,22691.03,0
1,7,2010-07-09,22870.17,0
1,7,2010-07-16,22768.93,0
1,7,2010-07-23,20119.57,0
1,7,2010-07-30,17789.45,0
1,7,2010-08-06,21941.23,0
1,7,2010-08-13,19264.98,0
1,7,2010-08-20,17902.21,0
1,7,2010-08-27,16383.11,0
1,7,2010-09-03,18086.98,0
1,7,2010-09-10,20918.55,1
1,7,2010-09-17,17475.59,0
1,7,2010-09-24,18309.72,0
1,7,2010-10-01,16556.23,0
1,7,2010-10-08,16424.81,0
1,7,2010-10-15,16370.26,0
1,7,2010-10-22,15464.81,0
1,7,2010-10-29,17678.47,0
1,7,2010-11-05,19223.01,0
1,7,2010-11-12,21114.64,0
1,7,2010-11-19,24423.54,0
1,7,2010-11-26,72963.13,1
1,7,2010-12-03,47620.95,0
1,7,2010-12-10,64185.49,0
1,7,2010-12-17,96632.62,0
1,7,2010-12-24,167450.65,0
1,7,2010-12-31,27556.97,1
1,7,2011-01-07,17595.28,0
1,7,2011-01-14,10822.72,0
1,7,2011-01-21,12714.5,0
1,7,2011-01-28,14020.44,0
1,7,2011-02-04,17317.73,0
1,7,2011-02-11,21264.67,1
1,7,2011-02-18,24660.56,0
1,7,2011-02-25,23918.78,0
1,7,2011-03-04,19695.96,0
1,7,2011-03-11,20396.45,0
1,7,2011-03-18,22854.35,0
1,7,2011-03-25,20048.14,0
1,7,2011-04-01,20235.7,0
1,7,2011-04-08,21715.49,0
1,7,2011-04-15,20045.2,0
1,7,2011-04-22,24717.53,0
1,7,2011-04-29,23038.01,0
1,7,2011-05-06,19481.6,0
1,7,2011-05-13,21440.8,0
1,7,2011-05-20,18872.27,0
1,7,2011-05-27,26857.61,0
1,7,2011-06-03,38623.97,0
1,7,2011-06-10,38743.7,0
1,7,2011-06-17,31581.02,0
